id_texto;texto;score_ansiedade;score_depressao;score_burnout
1450;Sinto que sou um fardo para minha família e amigos. minhas notas vieram boas, o esforço valeu a pena!. sinto um cinismo e irritação com todo mundo da faculdade. comi uma coisa nova no ru, estava razoável. tudo parece cinzento e sem cor.;0,239;0,37;0,404
1451;Não estou sentindo aquela pressão de antes. consegui ter um bom tempo de descanso hoje. minhas notas vieram boas, o esforço valeu a pena!. o trânsito estava horrível, cheguei atrasado na primeira aula.;0,181;0,124;0,194
1452;Minhas notas refletem meu desinteresse. tudo parece cinzento e sem cor. comi uma coisa nova no ru, estava razoável. não vejo sentido em continuar tentando.;0,21;0,331;0,643
1453;Choveu o dia todo, não consegui sair para a rua. estou com medo de ser reprovado em duas matérias. estou desorientado e não consigo manter o foco em nada. a solidão bateu forte hoje, mesmo estando rodeado de gente. quero largar tudo e sumir para ter paz mental.;0,524;0,656;0,125
1454;Lavei as roupas hoje, a pilha estava gigante. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. não vejo sentido em continuar tentando. tenho tido ataques de pânico leves no meio da noite. não consigo parar de pensar no prazo final. minhas notas refletem meu desinteresse.;0,753;0,393;0,245
1455;Não consigo parar de pensar no prazo final. estou animado com o novo tópico da matéria. estou sempre preocupado com o que pode dar errado. consegui me organizar bem para a prova. organizei minha rotina e a exaustão diminuiu. choveu o dia todo, não consegui sair para a rua. sinto que o tempo está correndo e eu estou ficando para trás.;0,71;0,137;0,139
1456;Meu estômago está revirado só de pensar na próxima apresentação. sinto que sou um fardo para minha família e amigos. tenho tido ataques de pânico leves no meio da noite. tudo parece cinzento e sem cor. o tcc está travado, não consigo escrever uma linha coerente. o trânsito estava horrível, cheguei atrasado na primeira aula. sinto que o tempo está correndo e eu estou ficando para trás.;0,75;0,226;0,213
1457;Choveu o dia todo, não consegui sair para a rua. consegui avançar muito no projeto de pesquisa. meu estômago está revirado só de pensar na próxima apresentação. sinto que o tempo está correndo e eu estou ficando para trás.;0,465;0,286;0,196
1458;Não sinto mais prazer nas coisas que gostava. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. tudo parece cinzento e sem cor. consegui avançar muito no projeto de pesquisa. comi uma coisa nova no ru, estava razoável.;0,183;0,329;0,445
1459;Não vejo sentido em continuar tentando. comi uma coisa nova no ru, estava razoável. tirei uma nota alta na prova difícil, estou aliviado. tudo parece cinzento e sem cor.;0,172;0,263;0,416
1460;Meu estômago está revirado só de pensar na próxima apresentação. sinto que o tempo está correndo e eu estou ficando para trás. comi uma coisa nova no ru, estava razoável. consegui avançar muito no projeto de pesquisa.;0,451;0,106;0,233
1461;Sinto que o tempo está correndo e eu estou ficando para trás. o tcc está travado, não consigo escrever uma linha coerente. a solidão bateu forte hoje, mesmo estando rodeado de gente. é um esforço enorme levantar da cama. lavei as roupas hoje, a pilha estava gigante.;0,371;0,411;0,26
1462;Minhas notas vieram boas, o esforço valeu a pena!. lavei as roupas hoje, a pilha estava gigante. estou sempre preocupado com o que pode dar errado. meu estômago está revirado só de pensar na próxima apresentação.;0,563;0,19;0,127
1463;Sinto que o tempo está correndo e eu estou ficando para trás. tirei uma nota alta na prova difícil, estou aliviado. meu estômago está revirado só de pensar na próxima apresentação. choveu o dia todo, não consegui sair para a rua.;0,534;0,21;0,25
1464;Minhas notas vieram boas, o esforço valeu a pena!. estou sempre preocupado com o que pode dar errado. o trânsito estava horrível, cheguei atrasado na primeira aula. o esforço valeu a pena, senti-me competente. consegui me organizar bem para a prova. minha cabeça não desliga, repasso tudo mil vezes antes de dormir.;0,441;0,232;0,176
1465;Não consigo parar de pensar no prazo final. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. minhas notas refletem meu desinteresse. tenho tido ataques de pânico leves no meio da noite. sinto que sou um fardo para minha família e amigos. lavei as roupas hoje, a pilha estava gigante. não sinto mais prazer nas coisas que gostava.;0,801;0,376;0,241
1466;O trânsito estava horrível, cheguei atrasado na primeira aula. sinto que sou um fardo para minha família e amigos. tenho acumulado muitas faltas, a recuperação será difícil.;0,592;0,416;0,189
1467;Lavei as roupas hoje, a pilha estava gigante. estou com medo de ser reprovado em duas matérias.;0,394;0,281;0,204
1468;Tenho tido ataques de pânico leves no meio da noite. meu estômago está revirado só de pensar na próxima apresentação. as preocupações de ontem diminuíram hoje. consegui avançar muito no projeto de pesquisa. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. me senti produtivo e o trabalho fluiu bem. choveu o dia todo, não consegui sair para a rua.;0,643;0,204;0,083
1469;O esforço valeu a pena, senti-me competente. as coisas parecem sob controle. comi uma coisa nova no ru, estava razoável. estou sempre preocupado com o que pode dar errado. consegui avançar muito no projeto de pesquisa.;0,216;0,106;0,19
1470;Estou sempre preocupado com o que pode dar errado. sinto que o tempo está correndo e eu estou ficando para trás. tudo parece cinzento e sem cor. comi uma coisa nova no ru, estava razoável. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. não vejo sentido em continuar tentando. tenho acumulado muitas faltas, a recuperação será difícil.;0,684;0,54;0,233
1471;Comi uma coisa nova no ru, estava razoável. não vejo sentido em continuar tentando. é um esforço enorme levantar da cama. tirei uma nota alta na prova difícil, estou aliviado.;0,184;0,173;0,331
1472;O trânsito estava horrível, cheguei atrasado na primeira aula. sinto que sou um fardo para minha família e amigos. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. estou sempre preocupado com o que pode dar errado. minhas notas vieram boas, o esforço valeu a pena!. sinto que o tempo está correndo e eu estou ficando para trás. é um esforço enorme levantar da cama.;0,672;0,34;0,259
1473;Consegui avançar muito no projeto de pesquisa. não sinto mais prazer nas coisas que gostava. choveu o dia todo, não consegui sair para a rua. estou exausto. o corpo dói e a mente está lenta. meu estômago está revirado só de pensar na próxima apresentação. durmo mal e acordo com a sensação de não ter descansado.;0,38;0,332;0,392
1474;Comi uma coisa nova no ru, estava razoável. quero largar tudo e sumir para ter paz mental. estou com medo de ser reprovado em duas matérias. meu estômago está revirado só de pensar na próxima apresentação. minha cabeça não desliga, repasso tudo mil vezes antes de dormir.;0,569;0,186;0,175
1475;As preocupações de ontem diminuíram hoje. consegui avançar muito no projeto de pesquisa. consegui ter um bom tempo de descanso hoje. comi uma coisa nova no ru, estava razoável.;0,148;0,134;0,179
1476;Não consigo parar de pensar no prazo final. organizei minha rotina e a exaustão diminuiu. estou sempre preocupado com o que pode dar errado. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. as preocupações de ontem diminuíram hoje. tirei uma nota alta na prova difícil, estou aliviado. comi uma coisa nova no ru, estava razoável.;0,68;0,196;0,245
1477;Me senti produtivo e o trabalho fluiu bem. consegui avançar muito no projeto de pesquisa. o trânsito estava horrível, cheguei atrasado na primeira aula. as coisas parecem sob controle.;0,256;0,099;0,193
1478;Choveu o dia todo, não consegui sair para a rua. não estou sentindo aquela pressão de antes. me senti produtivo e o trabalho fluiu bem. consegui avançar muito no projeto de pesquisa.;0,212;0,235;0,166
1479;Sinto que sou um fardo para minha família e amigos. não sinto mais prazer nas coisas que gostava. minhas notas vieram boas, o esforço valeu a pena!. o trânsito estava horrível, cheguei atrasado na primeira aula.;0,294;0,531;0,476
1480;Me senti produtivo e o trabalho fluiu bem. comi uma coisa nova no ru, estava razoável. não estou sentindo aquela pressão de antes. minhas notas vieram boas, o esforço valeu a pena!.;0,06;0,097;0,247
1481;Organizei minha rotina e a exaustão diminuiu. estou animado com o novo tópico da matéria. sinto que o tempo está correndo e eu estou ficando para trás. estou sempre preocupado com o que pode dar errado. não estou sentindo aquela pressão de antes. o trânsito estava horrível, cheguei atrasado na primeira aula. não consigo parar de pensar no prazo final.;0,674;0,171;0,31
1482;Tirei uma nota alta na prova difícil, estou aliviado. choveu o dia todo, não consegui sair para a rua. consegui ter um bom tempo de descanso hoje. as preocupações de ontem diminuíram hoje.;0,248;0,215;0,142
1483;Minhas notas refletem meu desinteresse. comi uma coisa nova no ru, estava razoável. tudo parece cinzento e sem cor. não sinto mais prazer nas coisas que gostava.;0,188;0,38;0,548
1484;Sinto que o tempo está correndo e eu estou ficando para trás. estou sempre preocupado com o que pode dar errado. lavei as roupas hoje, a pilha estava gigante. sinto um cinismo e irritação com todo mundo da faculdade. estou com medo de ser reprovado em duas matérias. tenho tido ataques de pânico leves no meio da noite.;0,743;0,407;0,244
1485;Fui mal na prova e isso só piora meu humor. é um esforço enorme levantar da cama. não vejo sentido em continuar tentando. choveu o dia todo, não consegui sair para a rua.;0,532;0,572;0,338
1486;Lavei as roupas hoje, a pilha estava gigante. estou animado com o novo tópico da matéria. as coisas parecem sob controle. o esforço valeu a pena, senti-me competente.;0,179;0,128;0,129
1487;Estou sempre preocupado com o que pode dar errado. não consigo parar de pensar no prazo final. comi uma coisa nova no ru, estava razoável. fui mal na prova e isso só piora meu humor. meu estômago está revirado só de pensar na próxima apresentação.;0,876;0,267;0,139
1488;Tudo parece cinzento e sem cor. consegui avançar muito no projeto de pesquisa. estou sempre preocupado com o que pode dar errado. choveu o dia todo, não consegui sair para a rua.;0,459;0,421;0,108
1489;A faculdade virou uma tortura, o trabalho nunca acaba. sinto um cinismo e irritação com todo mundo da faculdade. comi uma coisa nova no ru, estava razoável. minhas notas refletem meu desinteresse. organizei minha rotina e a exaustão diminuiu. não estou sentindo aquela pressão de antes.;0,25;0,26;0,679
1490;Estou com medo de ser reprovado em duas matérias. choveu o dia todo, não consegui sair para a rua. não vejo sentido em continuar tentando.;0,66;0,525;0,153
1491;Consegui avançar muito no projeto de pesquisa. o trânsito estava horrível, cheguei atrasado na primeira aula. consegui me organizar bem para a prova. o esforço valeu a pena, senti-me competente. sinto um cinismo e irritação com todo mundo da faculdade. estou exausto. o corpo dói e a mente está lenta.;0,303;0,187;0,428
1492;É um esforço enorme levantar da cama. o trânsito estava horrível, cheguei atrasado na primeira aula. estou com medo de ser reprovado em duas matérias. a solidão bateu forte hoje, mesmo estando rodeado de gente.;0,606;0,44;0,222
1493;Lavei as roupas hoje, a pilha estava gigante. o esforço valeu a pena, senti-me competente. minhas notas vieram boas, o esforço valeu a pena!. as coisas parecem sob controle.;0,119;0,141;0,142
1494;Minhas notas refletem meu desinteresse. é um esforço enorme levantar da cama. lavei as roupas hoje, a pilha estava gigante. sinto que sou um fardo para minha família e amigos.;0,395;0,449;0,435
1495;Minhas notas vieram boas, o esforço valeu a pena!. lavei as roupas hoje, a pilha estava gigante. consegui ter um bom tempo de descanso hoje. as coisas parecem sob controle.;0,127;0,131;0,13
1496;Tenho tido ataques de pânico leves no meio da noite. estou sempre preocupado com o que pode dar errado. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. lavei as roupas hoje, a pilha estava gigante. fui mal na prova e isso só piora meu humor.;0,875;0,475;0,081
1497;Choveu o dia todo, não consegui sair para a rua. tudo parece cinzento e sem cor. minhas notas refletem meu desinteresse. a solidão bateu forte hoje, mesmo estando rodeado de gente.;0,406;0,637;0,289
1498;Sinto que o tempo está correndo e eu estou ficando para trás. as preocupações de ontem diminuíram hoje. o esforço valeu a pena, senti-me competente. minhas notas vieram boas, o esforço valeu a pena!. lavei as roupas hoje, a pilha estava gigante. estou sempre preocupado com o que pode dar errado.;0,383;0,21;0,213
1499;Lavei as roupas hoje, a pilha estava gigante. me senti produtivo e o trabalho fluiu bem. estou animado com o novo tópico da matéria. as coisas parecem sob controle.;0,16;0,132;0,119
1500;Fui mal na prova e isso só piora meu humor. quero largar tudo e sumir para ter paz mental. não vejo sentido em continuar tentando. lavei as roupas hoje, a pilha estava gigante. não sinto mais prazer nas coisas que gostava.;0,35;0,476;0,46
1501;Tudo parece cinzento e sem cor. não sinto mais prazer nas coisas que gostava. minhas notas refletem meu desinteresse. comi uma coisa nova no ru, estava razoável.;0,165;0,418;0,488
1502;É um esforço enorme levantar da cama. lavei as roupas hoje, a pilha estava gigante. tenho acumulado muitas faltas, a recuperação será difícil.;0,448;0,453;0,23
1503;Tirei uma nota alta na prova difícil, estou aliviado. me senti produtivo e o trabalho fluiu bem. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. choveu o dia todo, não consegui sair para a rua. as preocupações de ontem diminuíram hoje. meu estômago está revirado só de pensar na próxima apresentação.;0,315;0,178;0,169
1504;Estou animado com o novo tópico da matéria. estou sempre preocupado com o que pode dar errado. consegui ter um bom tempo de descanso hoje. consegui me organizar bem para a prova. meu estômago está revirado só de pensar na próxima apresentação. sinto que o tempo está correndo e eu estou ficando para trás. durmo mal e acordo com a sensação de não ter descansado. lavei as roupas hoje, a pilha estava gigante. estou exausto. o corpo dói e a mente está lenta.;0,546;0,133;0,198
1505;Sinto que sou um fardo para minha família e amigos. lavei as roupas hoje, a pilha estava gigante. estou com medo de ser reprovado em duas matérias. sinto um cinismo e irritação com todo mundo da faculdade. a faculdade virou uma tortura, o trabalho nunca acaba.;0,48;0,47;0,383
1506;Consegui avançar muito no projeto de pesquisa. as coisas parecem sob controle. choveu o dia todo, não consegui sair para a rua. o esforço valeu a pena, senti-me competente.;0,2;0,187;0,116
1507;Comi uma coisa nova no ru, estava razoável. sinto que sou um fardo para minha família e amigos. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. fui mal na prova e isso só piora meu humor.;0,487;0,383;0,363
1508;O trânsito estava horrível, cheguei atrasado na primeira aula. estou animado com o novo tópico da matéria.;0,539;0,134;0,177
1509;Consegui me organizar bem para a prova. consegui avançar muito no projeto de pesquisa. choveu o dia todo, não consegui sair para a rua. me senti produtivo e o trabalho fluiu bem.;0,16;0,145;0,15
1510;Sinto que o tempo está correndo e eu estou ficando para trás. lavei as roupas hoje, a pilha estava gigante. consegui ter um bom tempo de descanso hoje. as coisas parecem sob controle. tenho tido ataques de pânico leves no meio da noite. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. estou animado com o novo tópico da matéria.;0,611;0,228;0,173
1511;Não vejo sentido em continuar tentando. lavei as roupas hoje, a pilha estava gigante. tudo parece cinzento e sem cor. estou com medo de ser reprovado em duas matérias.;0,363;0,46;0,287
1512;Tudo parece cinzento e sem cor. a solidão bateu forte hoje, mesmo estando rodeado de gente. comi uma coisa nova no ru, estava razoável. estou com medo de ser reprovado em duas matérias.;0,327;0,501;0,161
1513;A solidão bateu forte hoje, mesmo estando rodeado de gente. tenho acumulado muitas faltas, a recuperação será difícil. lavei as roupas hoje, a pilha estava gigante.;0,382;0,676;0,155
1514;Comi uma coisa nova no ru, estava razoável. estou animado com o novo tópico da matéria. não estou sentindo aquela pressão de antes. o esforço valeu a pena, senti-me competente.;0,157;0,084;0,182
1515;Tenho tido ataques de pânico leves no meio da noite. lavei as roupas hoje, a pilha estava gigante. estou exausto. o corpo dói e a mente está lenta. quero largar tudo e sumir para ter paz mental. fui mal na prova e isso só piora meu humor. sinto que sou um fardo para minha família e amigos. é um esforço enorme levantar da cama.;0,774;0,542;0,148
1516;Choveu o dia todo, não consegui sair para a rua. não estou sentindo aquela pressão de antes. tirei uma nota alta na prova difícil, estou aliviado. me senti produtivo e o trabalho fluiu bem. a faculdade virou uma tortura, o trabalho nunca acaba. estou desorientado e não consigo manter o foco em nada.;0,471;0,392;0,197
1517;Tudo parece cinzento e sem cor. fui mal na prova e isso só piora meu humor. não vejo sentido em continuar tentando. o trânsito estava horrível, cheguei atrasado na primeira aula.;0,408;0,412;0,34
1518;Estou animado com o novo tópico da matéria. comi uma coisa nova no ru, estava razoável. estou exausto. o corpo dói e a mente está lenta. é um esforço enorme levantar da cama.;0,358;0,197;0,276
1519;Lavei as roupas hoje, a pilha estava gigante. sinto um cinismo e irritação com todo mundo da faculdade. não vejo sentido em continuar tentando. a faculdade virou uma tortura, o trabalho nunca acaba. fui mal na prova e isso só piora meu humor.;0,362;0,455;0,555
1520;Estou exausto. o corpo dói e a mente está lenta. tirei uma nota alta na prova difícil, estou aliviado. não estou sentindo aquela pressão de antes. lavei as roupas hoje, a pilha estava gigante. organizei minha rotina e a exaustão diminuiu.;0,258;0,227;0,394
1521;Fui mal na prova e isso só piora meu humor. organizei minha rotina e a exaustão diminuiu. o trânsito estava horrível, cheguei atrasado na primeira aula. não estou sentindo aquela pressão de antes.;0,385;0,285;0,374
1522;Consegui avançar muito no projeto de pesquisa. o esforço valeu a pena, senti-me competente. comi uma coisa nova no ru, estava razoável. não estou sentindo aquela pressão de antes.;0,087;0,115;0,248
1523;Sinto que o tempo está correndo e eu estou ficando para trás. o trânsito estava horrível, cheguei atrasado na primeira aula. tudo parece cinzento e sem cor. o tcc está travado, não consigo escrever uma linha coerente.;0,471;0,239;0,331
1524;O esforço valeu a pena, senti-me competente. não estou sentindo aquela pressão de antes. choveu o dia todo, não consegui sair para a rua. minhas notas vieram boas, o esforço valeu a pena!.;0,14;0,186;0,16
1525;Consegui avançar muito no projeto de pesquisa. comi uma coisa nova no ru, estava razoável. as coisas parecem sob controle. me senti produtivo e o trabalho fluiu bem.;0,111;0,109;0,24
1526;As preocupações de ontem diminuíram hoje. o trânsito estava horrível, cheguei atrasado na primeira aula. estou animado com o novo tópico da matéria. organizei minha rotina e a exaustão diminuiu.;0,339;0,138;0,178
1527;O esforço valeu a pena, senti-me competente. lavei as roupas hoje, a pilha estava gigante. estou sempre preocupado com o que pode dar errado. fui mal na prova e isso só piora meu humor. as coisas parecem sob controle.;0,396;0,315;0,147
1528;Sinto que o tempo está correndo e eu estou ficando para trás. quero largar tudo e sumir para ter paz mental. choveu o dia todo, não consegui sair para a rua. estou com medo de ser reprovado em duas matérias.;0,533;0,434;0,138
1529;Minhas notas refletem meu desinteresse. o trânsito estava horrível, cheguei atrasado na primeira aula. sinto que o tempo está correndo e eu estou ficando para trás.;0,403;0,33;0,508
1530;Lavei as roupas hoje, a pilha estava gigante. tenho acumulado muitas faltas, a recuperação será difícil. tudo parece cinzento e sem cor.;0,332;0,466;0,201
1531;Não consigo parar de pensar no prazo final. comi uma coisa nova no ru, estava razoável. meu estômago está revirado só de pensar na próxima apresentação. não estou sentindo aquela pressão de antes. me senti produtivo e o trabalho fluiu bem. consegui avançar muito no projeto de pesquisa. tenho tido ataques de pânico leves no meio da noite.;0,612;0,12;0,132
1532;O trânsito estava horrível, cheguei atrasado na primeira aula. minhas notas vieram boas, o esforço valeu a pena!. a solidão bateu forte hoje, mesmo estando rodeado de gente.;0,318;0,331;0,255
1533;Estou animado com o novo tópico da matéria. não estou sentindo aquela pressão de antes. me senti produtivo e o trabalho fluiu bem. comi uma coisa nova no ru, estava razoável.;0,135;0,076;0,162
1534;Choveu o dia todo, não consegui sair para a rua. me senti produtivo e o trabalho fluiu bem. não estou sentindo aquela pressão de antes. consegui avançar muito no projeto de pesquisa. não consigo parar de pensar no prazo final.;0,309;0,221;0,153
1535;Choveu o dia todo, não consegui sair para a rua. o esforço valeu a pena, senti-me competente. consegui avançar muito no projeto de pesquisa. não estou sentindo aquela pressão de antes.;0,232;0,284;0,162
1536;Me senti produtivo e o trabalho fluiu bem. choveu o dia todo, não consegui sair para a rua. tirei uma nota alta na prova difícil, estou aliviado. as coisas parecem sob controle. tenho tido ataques de pânico leves no meio da noite. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. não consigo parar de pensar no prazo final.;0,57;0,29;0,128
1537;Não sinto mais prazer nas coisas que gostava. tenho acumulado muitas faltas, a recuperação será difícil. tudo parece cinzento e sem cor. comi uma coisa nova no ru, estava razoável.;0,189;0,417;0,346
1538;Sinto que sou um fardo para minha família e amigos. fui mal na prova e isso só piora meu humor. lavei as roupas hoje, a pilha estava gigante. não vejo sentido em continuar tentando. minha cabeça não desliga, repasso tudo mil vezes antes de dormir.;0,538;0,598;0,393
1539;Comi uma coisa nova no ru, estava razoável. o esforço valeu a pena, senti-me competente. consegui me organizar bem para a prova. tenho tido ataques de pânico leves no meio da noite. tirei uma nota alta na prova difícil, estou aliviado.;0,21;0,123;0,111
1540;Quero largar tudo e sumir para ter paz mental. estou animado com o novo tópico da matéria. sinto que o tempo está correndo e eu estou ficando para trás. não sinto mais prazer nas coisas que gostava. é um esforço enorme levantar da cama. lavei as roupas hoje, a pilha estava gigante.;0,312;0,333;0,298
1541;Minha cabeça não desliga, repasso tudo mil vezes antes de dormir. estou sempre preocupado com o que pode dar errado. sinto que sou um fardo para minha família e amigos. lavei as roupas hoje, a pilha estava gigante. não sinto mais prazer nas coisas que gostava. fui mal na prova e isso só piora meu humor. sinto que o tempo está correndo e eu estou ficando para trás.;0,758;0,552;0,232
1542;As coisas parecem sob controle. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. consegui avançar muito no projeto de pesquisa. choveu o dia todo, não consegui sair para a rua. o esforço valeu a pena, senti-me competente.;0,248;0,258;0,17
1543;Minhas notas refletem meu desinteresse. não vejo sentido em continuar tentando. lavei as roupas hoje, a pilha estava gigante. não sinto mais prazer nas coisas que gostava.;0,19;0,394;0,688
1544;Estou sempre preocupado com o que pode dar errado. o trânsito estava horrível, cheguei atrasado na primeira aula. o esforço valeu a pena, senti-me competente. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. meu estômago está revirado só de pensar na próxima apresentação. as coisas parecem sob controle. estou animado com o novo tópico da matéria.;0,823;0,106;0,103
1545;Consegui avançar muito no projeto de pesquisa. comi uma coisa nova no ru, estava razoável. não sinto mais prazer nas coisas que gostava.;0,123;0,236;0,369
1546;Estou desorientado e não consigo manter o foco em nada. o tcc está travado, não consigo escrever uma linha coerente. quero largar tudo e sumir para ter paz mental. lavei as roupas hoje, a pilha estava gigante. não consigo parar de pensar no prazo final. sinto que sou um fardo para minha família e amigos. meu estômago está revirado só de pensar na próxima apresentação.;0,688;0,29;0,318
1547;Minhas notas refletem meu desinteresse. tudo parece cinzento e sem cor. é um esforço enorme levantar da cama. lavei as roupas hoje, a pilha estava gigante.;0,295;0,431;0,419
1548;Minhas notas refletem meu desinteresse. lavei as roupas hoje, a pilha estava gigante. não consigo parar de pensar no prazo final. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. sinto que o tempo está correndo e eu estou ficando para trás.;0,643;0,273;0,435
1549;O trânsito estava horrível, cheguei atrasado na primeira aula. não vejo sentido em continuar tentando. estou com medo de ser reprovado em duas matérias. durmo mal e acordo com a sensação de não ter descansado.;0,655;0,293;0,366
1550;Meu estômago está revirado só de pensar na próxima apresentação. estou sempre preocupado com o que pode dar errado. tenho tido ataques de pânico leves no meio da noite. o tcc está travado, não consigo escrever uma linha coerente. não vejo sentido em continuar tentando. lavei as roupas hoje, a pilha estava gigante.;0,819;0,293;0,102
1551;Estou com medo de ser reprovado em duas matérias. sinto que sou um fardo para minha família e amigos. lavei as roupas hoje, a pilha estava gigante.;0,589;0,381;0,195
1552;Minha cabeça não desliga, repasso tudo mil vezes antes de dormir. choveu o dia todo, não consegui sair para a rua. estou sempre preocupado com o que pode dar errado. tenho acumulado muitas faltas, a recuperação será difícil. sinto que o tempo está correndo e eu estou ficando para trás. a faculdade virou uma tortura, o trabalho nunca acaba. não estou sentindo aquela pressão de antes. o esforço valeu a pena, senti-me competente. durmo mal e acordo com a sensação de não ter descansado.;0,683;0,51;0,299
1553;Tenho tido ataques de pânico leves no meio da noite. tudo parece cinzento e sem cor. o tcc está travado, não consigo escrever uma linha coerente. o trânsito estava horrível, cheguei atrasado na primeira aula. não consigo parar de pensar no prazo final. sinto que sou um fardo para minha família e amigos.;0,83;0,345;0,132
1554;As coisas parecem sob controle. comi uma coisa nova no ru, estava razoável. me senti produtivo e o trabalho fluiu bem. tirei uma nota alta na prova difícil, estou aliviado.;0,091;0,127;0,155
1555;O trânsito estava horrível, cheguei atrasado na primeira aula. tirei uma nota alta na prova difícil, estou aliviado. o esforço valeu a pena, senti-me competente. as preocupações de ontem diminuíram hoje.;0,304;0,141;0,184
1556;Lavei as roupas hoje, a pilha estava gigante. consegui avançar muito no projeto de pesquisa. as coisas parecem sob controle. consegui ter um bom tempo de descanso hoje.;0,119;0,122;0,17
1557;As preocupações de ontem diminuíram hoje. tenho acumulado muitas faltas, a recuperação será difícil. choveu o dia todo, não consegui sair para a rua. quero largar tudo e sumir para ter paz mental. organizei minha rotina e a exaustão diminuiu.;0,426;0,365;0,146
1558;Minhas notas vieram boas, o esforço valeu a pena!. consegui ter um bom tempo de descanso hoje. choveu o dia todo, não consegui sair para a rua. consegui me organizar bem para a prova.;0,195;0,179;0,145
1559;Consegui ter um bom tempo de descanso hoje. não consigo parar de pensar no prazo final. estou animado com o novo tópico da matéria. meu estômago está revirado só de pensar na próxima apresentação. as coisas parecem sob controle. comi uma coisa nova no ru, estava razoável. quero largar tudo e sumir para ter paz mental.;0,418;0,099;0,188
1560;Não consigo parar de pensar no prazo final. sinto que sou um fardo para minha família e amigos. comi uma coisa nova no ru, estava razoável. o tcc está travado, não consigo escrever uma linha coerente. é um esforço enorme levantar da cama.;0,658;0,178;0,266
1561;Comi uma coisa nova no ru, estava razoável. sinto um cinismo e irritação com todo mundo da faculdade. tirei uma nota alta na prova difícil, estou aliviado. não estou sentindo aquela pressão de antes. consegui ter um bom tempo de descanso hoje.;0,166;0,122;0,266
1562;Estou animado com o novo tópico da matéria. sinto um cinismo e irritação com todo mundo da faculdade. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. organizei minha rotina e a exaustão diminuiu. estou sempre preocupado com o que pode dar errado. o trânsito estava horrível, cheguei atrasado na primeira aula. não estou sentindo aquela pressão de antes.;0,65;0,204;0,354
1563;Comi uma coisa nova no ru, estava razoável. sinto que o tempo está correndo e eu estou ficando para trás. o tcc está travado, não consigo escrever uma linha coerente. estou sempre preocupado com o que pode dar errado.;0,526;0,245;0,314
1564;Não vejo sentido em continuar tentando. a solidão bateu forte hoje, mesmo estando rodeado de gente. lavei as roupas hoje, a pilha estava gigante. fui mal na prova e isso só piora meu humor.;0,355;0,73;0,351
1565;As coisas parecem sob controle. tirei uma nota alta na prova difícil, estou aliviado. organizei minha rotina e a exaustão diminuiu. o trânsito estava horrível, cheguei atrasado na primeira aula.;0,3;0,145;0,186
1566;Consegui me organizar bem para a prova. consegui ter um bom tempo de descanso hoje. o trânsito estava horrível, cheguei atrasado na primeira aula. tirei uma nota alta na prova difícil, estou aliviado. meu estômago está revirado só de pensar na próxima apresentação.;0,291;0,145;0,115
1567;A solidão bateu forte hoje, mesmo estando rodeado de gente. estou com medo de ser reprovado em duas matérias. choveu o dia todo, não consegui sair para a rua. a faculdade virou uma tortura, o trabalho nunca acaba. tudo parece cinzento e sem cor.;0,437;0,701;0,14
1568;Sinto que sou um fardo para minha família e amigos. o tcc está travado, não consigo escrever uma linha coerente. lavei as roupas hoje, a pilha estava gigante.;0,44;0,441;0,233
1569;Comi uma coisa nova no ru, estava razoável. consegui ter um bom tempo de descanso hoje. consegui avançar muito no projeto de pesquisa. não estou sentindo aquela pressão de antes.;0,095;0,102;0,191
1570;Minha cabeça não desliga, repasso tudo mil vezes antes de dormir. comi uma coisa nova no ru, estava razoável. meu estômago está revirado só de pensar na próxima apresentação. minhas notas refletem meu desinteresse. tudo parece cinzento e sem cor. é um esforço enorme levantar da cama.;0,538;0,323;0,344
1571;Estou sempre preocupado com o que pode dar errado. tenho tido ataques de pânico leves no meio da noite. comi uma coisa nova no ru, estava razoável. o tcc está travado, não consigo escrever uma linha coerente. é um esforço enorme levantar da cama.;0,843;0,378;0,089
1572;Meu estômago está revirado só de pensar na próxima apresentação. consegui me organizar bem para a prova. estou animado com o novo tópico da matéria. comi uma coisa nova no ru, estava razoável. me senti produtivo e o trabalho fluiu bem.;0,346;0,058;0,15
1573;Tenho tido ataques de pânico leves no meio da noite. tenho acumulado muitas faltas, a recuperação será difícil. lavei as roupas hoje, a pilha estava gigante. meu estômago está revirado só de pensar na próxima apresentação. a solidão bateu forte hoje, mesmo estando rodeado de gente.;0,723;0,515;0,089
